,a,b
640,Some waitress who wasn't investigating the pedestrian isn't demonstrating that each sister would get a glass,Some waitress who wasn't investigating a pedestrian isn't demonstrating that each sister would get the glass
641,Some waitress isn't demonstrating that each sister that wasn't investigating the pedestrian would get a glass,Some waitress isn't demonstrating that each sister that wasn't investigating a pedestrian would get the glass
642,The mother who complained about a teenager had hated that this grandson sells each check,A mother who complained about the teenager had hated that this grandson sells each check
643,Each mother had hated that the grandson who complained about a teenager sells each check,Each mother had hated that a grandson who complained about the teenager sells each check
644,No lady that can confuse the wife shouldn't speculate that that person will purchase a picture,No lady that can confuse a wife shouldn't speculate that that person will purchase the picture
645,The lady shouldn't speculate that that person who can confuse a wife will purchase some picture,A lady shouldn't speculate that that person who can confuse the wife will purchase some picture
646,The cousin who was boycotting a mall learned that no woman fired no doctor,A cousin who was boycotting the mall learned that no woman fired no doctor
647,That cousin learned that no woman that was boycotting the mall fired a doctor,That cousin learned that no woman that was boycotting a mall fired the doctor
648,Some boss who hadn't understood the thesis finds out that no senator bikes to a river,Some boss who hadn't understood a thesis finds out that no senator bikes to the river
649,Some boss finds out that no senator that hadn't understood the thesis bikes to a river,Some boss finds out that no senator that hadn't understood a thesis bikes to the river
650,The niece who has fled from a supervisor isn't hoping that each best friend appreciates this medium,A niece who has fled from the supervisor isn't hoping that each best friend appreciates this medium
651,No niece isn't hoping that each best friend that has fled from the supervisor appreciates a medium,No niece isn't hoping that each best friend that has fled from a supervisor appreciates the medium
652,The best friend that couldn't resemble each drawing hadn't discovered that every brochure sounded like a teenager,A best friend that couldn't resemble each drawing hadn't discovered that every brochure sounded like the teenager
